"BehaviorSpace results (NetLogo 6.2.2)"
"CA_5-STATES_NETWORK__61_Arduino_31_COMPLETE_work.nlogo"
"experiment_centroid_links_mutated"
"07/04/2022 22:22:54:352 -0300"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","radius-of-interaction","movement-steps","load-graphml","N-turtles","percentage-unhappy","clear-before-generating","arduino-on","mutated","links-to-use","frac-providers","[step]","mean [ state ] of turtles with [ breed = clients ]","mean [ state ] of turtles with [ breed = service-providers ]","mean [nw:clustering-coefficient] of turtles","paths","mean [nw:closeness-centrality] of turtles","mean [nw:betweenness-centrality] of turtles","centroid-x","centroid-y","count links"
"2","1.5","1","false","80","10","true","false","0","undirected","0.1","11","2.125","1.625","0.2798511904761905","false","0.41719968586984457","2.6125","-0.15864857251559306","0.7213156297022842","62"
"5","1.5","1","false","80","10","true","false","7","undirected","0.1","11","2.986111111111111","2.875","0.09166666666666667","false","0.4145098039215688","0.9875","0.8091023300361607","-0.24528413380493733","36"
"1","1.5","1","false","80","10","true","false","0","undirected","0.05","11","2.3815789473684212","4","0.17250000000000001","false","0.4762869769119769","1.0125","-0.8974030770629462","-0.8605475963261255","48"
"4","1.5","1","false","80","10","true","false","7","undirected","0.05","11","3.3947368421052633","3.5","0.14166666666666666","false","0.4000279748781404","1.5125","0.039223116433427","-0.04450621219709845","39"
"7","1.5","1","false","80","10","true","false","7","undirected","0.05","11","3.1578947368421053","4","0.09624999999999999","false","0.4604571036620184","2.5999999999999996","-0.829444164246968","-0.4110998419315634","55"
"10","1.5","1","false","80","40","true","false","0","undirected","0.05","11","2.0921052631578947","3.75","0.16666666666666666","false","0.5022325610274465","1.2875","-0.17398533866682636","-1.827721886992115","49"
"12","1.5","1","false","80","40","true","false","0","undirected","0.15","11","2.073529411764706","2.25","0.12291666666666667","false","0.48309451240623835","1.1875","1.3910049914309681","-0.4322888707055714","44"
"3","1.5","1","false","80","10","true","false","0","undirected","0.15","12","2.4705882352941178","3.25","0.049166666666666664","false","0.3906465711544044","2.1625","0.09589839172987799","-0.42809706631744565","37"
"6","1.5","1","false","80","10","true","false","7","undirected","0.15","12","3.088235294117647","2.6666666666666665","0.1983333333333333","false","0.41788293964845025","3.5125","-0.6969478349590872","-0.2839444271754735","55"
"11","1.5","1","false","80","40","true","false","0","undirected","0.1","12","1.8888888888888888","1.625","0.09124999999999998","false","0.3950341739633284","2.6625","0.20597029967361413","0.3113506286481501","48"
"9","1.5","1","false","80","10","true","false","7","undirected","0.15","12","3.3088235294117645","2.9166666666666665","0.08333333333333334","false","0.4322569444444445","0.575","0.052743873534517774","-0.34634652745758737","35"
"2","1.5","1","false","80","10","true","false","0","undirected","0.1","12","2.5","3.25","0.30693452380952374","false","0.41961868731404384","2.4875","-0.18364857251559244","0.721315629702284","63"
"8","1.5","1","false","80","10","true","false","7","undirected","0.1","12","3.1944444444444446","2.375","0.06458333333333334","false","0.36963068181818187","0.5625","1.1313083519654827","-0.4113926422695905","33"
"5","1.5","1","false","80","10","true","false","7","undirected","0.1","12","3.361111111111111","3.125","0.08958333333333333","false","0.420219129318394","1.0625","0.8341023300361602","-0.19528413380493714","39"
"4","1.5","1","false","80","10","true","false","7","undirected","0.05","12","3.486842105263158","3.25","0.14166666666666666","false","0.4000279748781404","1.5125","0.07672311643342704","-0.09450621219709891","39"
"1","1.5","1","false","80","10","true","false","0","undirected","0.05","12","2.710526315789474","4","0.19958333333333333","false","0.41236425383046155","6.45","-0.9349030770629458","-0.8980475963261257","52"
"7","1.5","1","false","80","10","true","false","7","undirected","0.05","12","3.263157894736842","3.25","0.10113095238095238","false","0.4666148862130523","2.425","-0.8044441642469676","-0.3860998419315634","57"
"12","1.5","1","false","80","40","true","false","0","undirected","0.15","12","2","2.0833333333333335","0.15000000000000002","false","0.5166230315736894","1.1875","1.4285049914309678","-0.36978887070557115","47"
"10","1.5","1","false","80","40","true","false","0","undirected","0.05","12","2.1578947368421053","2","0.16666666666666666","false","0.5334825610274463","1.3375","-0.1989853386668261","-1.8402218869921145","52"
"3","1.5","1","false","80","10","true","false","0","undirected","0.15","13","2.1323529411764706","3.6666666666666665","0.07833333333333332","false","0.396174104710434","2.3625","0.15839839172987807","-0.3780970663174452","39"
"6","1.5","1","false","80","10","true","false","7","undirected","0.15","13","3.1176470588235294","2.8333333333333335","0.1983333333333333","false","0.4178829396484501","3.5125","-0.7844478349590873","-0.1964444271754736","55"
"11","1.5","1","false","80","40","true","false","0","undirected","0.1","13","2.25","1.875","0.09124999999999998","false","0.3645138516512138","6.0625","0.2684702996736143","0.2613506286481499","50"
"9","1.5","1","false","80","10","true","false","7","undirected","0.15","13","3.0294117647058822","3.0833333333333335","0.08333333333333334","false","0.4322569444444445","0.575","0.052743873534517906","-0.33384652745758736","35"
"2","1.5","1","false","80","10","true","false","0","undirected","0.1","13","1.875","1.75","0.29026785714285713","false","0.3348550612144536","11.3625","-0.3336485725155925","0.771315629702284","66"
"8","1.5","1","false","80","10","true","false","7","undirected","0.1","13","3.25","3.125","0.06458333333333334","false","0.36963068181818187","0.5625","1.093808351965483","-0.4488926422695906","33"
"5","1.5","1","false","80","10","true","false","7","undirected","0.1","13","2.763888888888889","2.75","0.10208333333333333","false","0.425219129318394","1.05","0.8466023300361604","-0.18278413380493733","40"
"4","1.5","1","false","80","10","true","false","7","undirected","0.05","13","3.460526315789474","3.5","0.14166666666666666","false","0.4000279748781404","1.5125","0.03922311643342698","-0.05700621219709849","39"
"1","1.5","1","false","80","10","true","false","0","undirected","0.05","13","2.4342105263157894","4","0.18291666666666667","false","0.42705339671204384","6.300000000000001","-0.8974030770629456","-0.8980475963261256","58"
"7","1.5","1","false","80","10","true","false","7","undirected","0.05","13","3","3","0.10071428571428569","false","0.47350168921287106","2.85","-0.7669441642469671","-0.4485998419315635","59"
"10","1.5","1","false","80","40","true","false","0","undirected","0.05","13","1.9210526315789473","3","0.15125","false","0.4186608236501862","6.65","-0.21148533866682606","-1.8402218869921145","58"
"12","1.5","1","false","80","40","true","false","0","undirected","0.15","13","2.2058823529411766","2.25","0.13958333333333334","false","0.4923061154853919","1.85","1.4785049914309683","-0.3072888707055713","49"
"11","1.5","1","false","80","40","true","false","0","undirected","0.1","14","2.138888888888889","1.875","0.09125","false","0.36451385165121375","6.0625","0.3059702996736144","0.29885062864814993","50"
"6","1.5","1","false","80","10","true","false","7","undirected","0.15","14","3","2.3333333333333335","0.1870833333333333","false","0.34176461132580266","11.662499999999998","-0.7594478349590871","-0.10894442717547359","57"
"3","1.5","1","false","80","10","true","false","0","undirected","0.15","14","2.4411764705882355","3.1666666666666665","0.07833333333333334","false","0.3982538092407965","2.5875","0.15839839172987796","-0.3780970663174452","40"
"8","1.5","1","false","80","10","true","false","7","undirected","0.1","14","2.9305555555555554","3.375","0.06458333333333333","false","0.3696306818181818","0.5625","1.0438083519654833","-0.5113926422695905","33"
"9","1.5","1","false","80","10","true","false","7","undirected","0.15","14","3.1176470588235294","3.4166666666666665","0.08333333333333333","false","0.43805555555555564","0.6375","0.11524387353451768","-0.3588465274575874","36"
"2","1.5","1","false","80","10","true","false","0","undirected","0.1","14","2.4444444444444446","2.625","0.2902678571428572","false","0.3406883945477868","11.3875","-0.33364857251559243","0.783815629702284","67"
"5","1.5","1","false","80","10","true","false","7","undirected","0.1","14","3.0555555555555554","2.375","0.09166666666666667","false","0.4046065179467817","1.5000000000000002","0.8591023300361604","-0.22028413380493736","44"
"4","1.5","1","false","80","10","true","false","7","undirected","0.05","14","3.013157894736842","3.25","0.13541666666666669","false","0.4015755939257595","1.575","0.08922311643342704","-0.0820062121970984","40"
"7","1.5","1","false","80","10","true","false","7","undirected","0.05","14","3.0526315789473686","3.25","0.10071428571428569","false","0.4735016892128711","2.85","-0.7419441642469679","-0.4235998419315635","59"
"1","1.5","1","false","80","10","true","false","0","undirected","0.05","14","2.539473684210526","4","0.21208333333333332","false","0.4361753778482738","6.875","-0.9224030770629461","-0.9480475963261255","60"
"10","1.5","1","false","80","40","true","false","0","undirected","0.05","14","2.3815789473684212","2.25","0.15124999999999997","false","0.4186608236501862","6.65","-0.2239853386668261","-1.8277218869921146","58"
"11","1.5","1","false","80","40","true","false","0","undirected","0.1","15","2.263888888888889","2.5","0.09125","false","0.36868051831788046","6.075","0.31847029967361445","0.2738506286481499","51"
"12","1.5","1","false","80","40","true","false","0","undirected","0.15","14","2.2794117647058822","2.0833333333333335","0.14","false","0.49629012468271644","1.7625","1.4660049914309679","-0.20728887070557106","50"
"6","1.5","1","false","80","10","true","false","7","undirected","0.15","15","3.264705882352941","2.8333333333333335","0.18958333333333333","false","0.2989076456881546","17.35","-0.8094478349590876","-0.04644442717547355","61"
"2","1.5","1","false","80","10","true","false","0","undirected","0.1","15","2.236111111111111","2.25","0.28776785714285713","false","0.31660138558867124","16.7875","-0.4086485725155926","0.8088156297022842","72"
"8","1.5","1","false","80","10","true","false","7","undirected","0.1","15","3.25","3.125","0.06458333333333333","false","0.36963068181818187","0.5625","1.0063083519654832","-0.5613926422695906","33"
"3","1.5","1","false","80","10","true","false","0","undirected","0.15","15","2.1470588235294117","3.5","0.07","false","0.4057355897095071","2.9","0.22089839172987827","-0.35309706631744553","43"
"9","1.5","1","false","80","10","true","false","7","undirected","0.15","15","3.235294117647059","3.3333333333333335","0.08333333333333333","false","0.4630555555555557","0.6375","0.14024387353451806","-0.3838465274575874","37"
"5","1.5","1","false","80","10","true","false","7","undirected","0.1","15","3.0555555555555554","2.625","0.09166666666666667","false","0.4046065179467817","1.5000000000000002","0.8841023300361599","-0.20778413380493718","44"
"4","1.5","1","false","80","10","true","false","7","undirected","0.05","15","3.3421052631578947","3.5","0.13541666666666666","false","0.3465550586214859","5.1875","0.07672311643342684","-0.06950621219709854","43"
"7","1.5","1","false","80","10","true","false","7","undirected","0.05","15","3.263157894736842","3","0.10071428571428571","false","0.4470745212632446","3.7875000000000014","-0.7044441642469675","-0.44859984193156344","60"
"1","1.5","1","false","80","10","true","false","0","undirected","0.05","15","2.5789473684210527","4","0.21053571428571427","false","0.4277227759425575","5.9625","-0.8599030770629461","-0.9730475963261256","62"
"10","1.5","1","false","80","40","true","false","0","undirected","0.05","15","2.0921052631578947","3.75","0.18875000000000003","false","0.4073376402248566","6.925","-0.21148533866682634","-1.8152218869921142","62"
"2","1.5","1","false","80","10","true","false","0","undirected","0.1","16","2.3055555555555554","2.75","0.2947321428571429","false","0.3194190717033998","17.975","-0.4211485725155926","0.8088156297022838","74"
"8","1.5","1","false","80","10","true","false","7","undirected","0.1","16","3.1805555555555554","3.375","0.0875","false","0.3919101731601732","0.7125","0.9938083519654825","-0.5988926422695908","38"
"11","1.5","1","false","80","40","true","false","0","undirected","0.1","16","2.0694444444444446","1.25","0.08958333333333332","false","0.3727112455764058","6.6125","0.30597029967361433","0.36135062864814993","52"
"6","1.5","1","false","80","10","true","false","7","undirected","0.15","16","3.0588235294117645","2.3333333333333335","0.1894642857142857","false","0.2722667682620252","20.724999999999998","-0.8219478349590872","-0.008944427175473502","64"
"12","1.5","1","false","80","40","true","false","0","undirected","0.15","15","2.0588235294117645","2.25","0.13166666666666665","false","0.4980703981000986","2.3125","1.4535049914309675","-0.19478887070557135","52"
"3","1.5","1","false","80","10","true","false","0","undirected","0.15","16","2.5","3.4166666666666665","0.06999999999999999","false","0.4057355897095071","2.9","0.2583983917298781","-0.35309706631744514","43"
"5","1.5","1","false","80","10","true","false","7","undirected","0.1","16","3.0694444444444446","2.75","0.09166666666666667","false","0.37403409122589654","2.9625","0.8841023300361606","-0.24528413380493683","46"
"9","1.5","1","false","80","10","true","false","7","undirected","0.15","16","3.1911764705882355","2.6666666666666665","0.08333333333333333","false","0.46305555555555555","0.6375","0.19024387353451783","-0.4463465274575874","37"
"4","1.5","1","false","80","10","true","false","7","undirected","0.05","16","3.3552631578947367","3.25","0.13877976190476188","false","0.3616134517745146","4.4125","0.11422311643342704","-0.10700621219709835","46"
"7","1.5","1","false","80","10","true","false","7","undirected","0.05","16","2.8157894736842106","3.25","0.13279761904761908","false","0.4537906335934391","3.4625","-0.6794441642469679","-0.4235998419315634","62"
"1","1.5","1","false","80","10","true","false","0","undirected","0.05","16","2.6447368421052633","4","0.21053571428571427","false","0.4277227759425576","5.9625","-0.8599030770629461","-1.0105475963261255","62"
"10","1.5","1","false","80","40","true","false","0","undirected","0.05","16","2.1315789473684212","2","0.18250000000000002","false","0.416336229314056","6.675","-0.2364853386668259","-1.7902218869921147","63"
"2","1.5","1","false","80","10","true","false","0","undirected","0.1","17","1.9583333333333333","1.625","0.2947321428571429","false","0.3229057048103484","19","-0.5336485725155927","0.8338156297022838","76"
"6","1.5","1","false","80","10","true","false","7","undirected","0.15","17","3","2.4166666666666665","0.1894642857142857","false","0.2722667682620253","20.725","-0.8469478349590872","0.11605557282452628","64"
"8","1.5","1","false","80","10","true","false","7","undirected","0.1","17","3.125","2.625","0.08958333333333333","false","0.3947794913419914","0.6875","0.9563083519654828","-0.6113926422695906","39"
"11","1.5","1","false","80","40","true","false","0","undirected","0.1","17","2.0694444444444446","2","0.11666666666666667","false","0.3869888778606939","6.25","0.3434702996736145","0.3113506286481499","55"
"12","1.5","1","false","80","40","true","false","0","undirected","0.15","16","2.0588235294117645","2.0833333333333335","0.15041666666666667","false","0.44849864305360193","8.9125","1.4785049914309674","-0.007288870705571449","54"
"5","1.5","1","false","80","10","true","false","7","undirected","0.1","17","2.986111111111111","2.875","0.09","false","0.392321679329745","2.175","0.8966023300361605","-0.24528413380493724","47"
"3","1.5","1","false","80","10","true","false","0","undirected","0.15","17","2.0588235294117645","3.4166666666666665","0.06999999999999999","false","0.4057355897095071","2.9","0.3083983917298779","-0.2905970663174452","43"
"9","1.5","1","false","80","10","true","false","7","undirected","0.15","17","3.1911764705882355","3.5","0.08333333333333333","false","0.48805555555555563","0.6375","0.1527438735345174","-0.4838465274575875","38"
"4","1.5","1","false","80","10","true","false","7","undirected","0.05","17","3.026315789473684","3.5","0.1387797619047619","false","0.36161345177451476","4.4125","0.11422311643342695","-0.08200621219709828","46"
"7","1.5","1","false","80","10","true","false","7","undirected","0.05","17","3.1578947368421053","4","0.1244642857142857","false","0.45604880311999096","3.3625","-0.6419441642469675","-0.48609984193156325","63"
"1","1.5","1","false","80","10","true","false","0","undirected","0.05","17","2.3026315789473686","4","0.2155357142857143","false","0.4290033649524899","5.85","-0.8349030770629462","-1.0105475963261257","63"
"10","1.5","1","false","80","40","true","false","0","undirected","0.05","17","1.9473684210526316","3","0.20416666666666666","false","0.42506593121592784","6.5875","-0.14898533866682628","-1.777721886992115","65"
"2","1.5","1","false","80","10","true","false","0","undirected","0.1","18","2.5555555555555554","3.25","0.29264880952380956","false","0.3269355233950103","21.275","-0.5336485725155925","0.8338156297022838","78"
"8","1.5","1","false","80","10","true","false","7","undirected","0.1","18","3.263888888888889","3.375","0.08708333333333332","false","0.41219843913270643","1.125","0.8813083519654834","-0.6488926422695908","43"
